[Arrival Time, Service Time, Time Remain, Time Finished, First Serviced, Wait Amount]
[10249, 39.239641, 0, 10382.027046000001, 10250.377187, 1.377187000000049]
[10327, 24.303425, 0, 10399.830471000001, 10328.463827000001, 1.4638270000014018]
[10371, 16.767652, 0, 10405.098123000002, 10372.490548000002, 1.4905480000015814]
[10410, 29.377611, 0, 10439.377611, 10410, 0]
[10537, 10.756411, 0, 10633.256411, 10539.5, 2.5]
[10560, 7.616569, 0, 10636.87298, 10564.0, 4.0]
[10470, 33.19644, 0, 10675.56942, 10470.5, 0.5]
[10638, 11.079186, 0, 10768.148606, 10641.87298, 3.872980000000098]
[10552, 21.698745, 0, 10782.847351, 10555.5, 3.5]
[10504, 32.269599, 0, 10797.61695, 10506.0, 2.0]
[10681, 13.99391, 0, 10834.610859999999, 10686.06942, 5.069419999999809]
[10580, 24.501678, 0, 10843.612538, 10584.5, 4.5]
[10675, 20.738618, 0, 10893.851155999999, 10680.06942, 5.069419999999809]
[10849, 4.94345, 0, 10895.294606, 10852.612538, 3.612537999999404]
[10653, 23.724485, 0, 10903.519091, 10657.87298, 4.872980000000098]
[10642, 25.106533, 0, 10906.625624, 10646.37298, 4.372980000000098]
[10894, 2.85546, 0, 10920.981084000001, 10898.794606, 4.794605999999476]
[10543, 40.374976, 0, 10941.85606, 10546.0, 3.0]
[10482, 57.103721, 0, 10977.959781, 10483.5, 1.5]
[10442, 94.976706, 0, 11009.936486999999, 10442, 0]
[10891, 18.722493, 0, 11071.658979999998, 10895.294606, 4.294605999999476]
[10812, 28.377958, 0, 11082.036937999997, 10816.11695, 4.116949999999633]
[11093, 0.977073, 0, 11102.514010999997, 11097.036937999997, 4.036937999997463]
[11054, 7.122625, 0, 11129.136635999997, 11058.936486999999, 4.936486999999033]
[10481, 75.879171, 0, 11152.515806999998, 10482.0, 1.0]
[11034, 12.966549, 0, 11159.982355999999, 11038.436486999999, 4.436486999999033]
[10873, 30.000761, 0, 11160.483116999998, 10877.112538, 4.112537999999404]
[10940, 40.771489, 0, 11274.254605999999, 10944.35606, 4.35606000000007]
[10921, 46.104598, 0, 11293.859203999998, 10924.981084000001, 3.9810840000009193]
[10997, 44.247569, 0, 11325.106772999998, 11001.459781, 4.459780999999566]
[10909, 57.319482, 0, 11338.926254999998, 10912.625624, 3.6256240000002435]
[10947, 55.332715, 0, 11345.258969999999, 10951.35606, 4.35606000000007]
[11102, 41.489201, 0, 11349.748171, 11106.514010999997, 4.514010999997481]
[11228, 72.422347, 0, 11401.170517999999, 11230.983116999998, 2.9831169999979466]
[11396, 10.833824, 0, 11409.504341999998, 11396.248171, 0.2481709999992745]
[11464, 3.770524, 0, 11471.770524, 11464.5, 0.5]
[11459, 18.844072, 0, 11481.614596, 11459, 0]
[11532, 7.725342, 0, 11539.725342, 11532, 0]
[11583, 9.515298, 0, 11613.015298, 11583.5, 0.5]
[11545, 56.785999, 0, 11650.301297, 11545, 0]
[11649, 3.483292, 0, 11666.284589, 11650.801297, 1.8012969999999768]
[11623, 16.220293, 0, 11704.504882000001, 11624.015298, 1.0152980000002572]
[11703, 0.825174, 0, 11707.830056, 11705.004882000001, 2.004882000001089]
[11609, 28.858044, 0, 11738.188100000001, 11610.5, 1.5]
[11583, 57.963593, 0, 11799.151693000002, 11584.0, 1.0]
[11666, 36.174474, 0, 11799.826167000001, 11668.284589, 2.2845890000007785]
[11848, 3.344795, 0, 11858.170962000002, 11848.826167000001, 0.8261670000010781]
[11623, 93.186072, 0, 11882.357034000002, 11624.515298, 1.5152980000002572]
[11897, 8.171633, 0, 11922.028667000002, 11897.857034000002, 0.8570340000023862]
[11817, 54.527182, 0, 11930.055849000002, 11817.326167000001, 0.3261670000010781]
[11890, 21.644068, 0, 11935.699917000002, 11890.357034000002, 0.35703400000238616]
[12064, 0.432498, 0, 12065.432498, 12065.0, 1.0]
[12050, 16.270644, 0, 12091.703142, 12050.5, 0.5]
[12018, 59.460502, 0, 12113.663644, 12018, 0]
[12065, 28.891604, 0, 12123.055248, 12066.432498, 1.4324980000001233]
[12206, 45.215395, 0, 12313.215395, 12206, 0]
[12226, 29.752907, 0, 12327.468302, 12226.5, 0.5]
[12260, 25.988287, 0, 12343.456589, 12261.5, 1.5]
[12228, 87.740293, 0, 12404.196882, 12229.0, 1.0]
[12385, 36.150024, 0, 12430.846906, 12385.456589, 0.4565889999994397]
[12445, 12.862348, 0, 12457.862348, 12445, 0]
[12513, 2.798117, 0, 12515.798117, 12513, 0]
[12584, 1.222104, 0, 12586.722104, 12584.5, 0.5]
[12577, 27.178584, 0, 12605.400688, 12577, 0]
[12615, 29.275405, 0, 12657.775405, 12615, 0]
[12742, 7.771572, 0, 12811.546977, 12745.275405, 3.275405000000319]
[12707, 15.229093, 0, 12822.27607, 12708.775405, 1.775405000000319]
[12736, 12.422796, 0, 12838.698866, 12738.775405, 2.775405000000319]
[12673, 37.077661, 0, 12912.276527, 12674.275405, 1.275405000000319]
[12656, 47.078077, 0, 12927.354604, 12657.0, 1.0]
[12631, 62.981537, 0, 12942.836141, 12631.5, 0.5]
[12966, 1.201132, 0, 12979.037273, 12969.836141, 3.8361409999997704]
[12668, 50.84998, 0, 12987.387253, 12668.775405, 0.775405000000319]
[12938, 9.291084, 0, 13005.678337000001, 12940.354604, 2.3546040000001085]
[12959, 12.955267, 0, 13059.633604, 12962.336141, 3.3361409999997704]
[12754, 42.851969, 0, 13064.985573, 12757.775405, 3.775405000000319]
[12863, 30.528015, 0, 13082.513588, 12865.698866, 2.698866000000635]
[13045, 5.588354, 0, 13092.601942, 13048.678337000001, 3.678337000001193]
[13006, 15.491864, 0, 13119.593805999999, 13008.678337000001, 2.678337000001193]
[13025, 15.977592, 0, 13141.571397999998, 13028.178337000001, 3.178337000001193]
[13159, 0.777217, 0, 13166.348614999999, 13162.071397999998, 3.0713979999982257]
[12943, 35.253177, 0, 13197.601792, 12945.336141, 2.3361409999997704]
[12718, 71.425779, 0, 13224.527570999999, 12720.275405, 2.275405000000319]
[13156, 17.788729, 0, 13275.316299999999, 13158.571397999998, 2.5713979999982257]
[13065, 35.140717, 0, 13301.457016999999, 13068.485573, 3.485572999999931]
[13125, 29.511982, 0, 13325.468998999999, 13127.593805999999, 2.593805999998949]
[12953, 55.448747, 0, 13341.417746, 12955.836141, 2.8361409999997704]
[13296, 6.184352, 0, 13344.102098, 13299.316299999999, 3.3162999999985914]
[13343, 4.192904, 0, 13371.795001999999, 13345.602098, 2.602097999999387]
[13105, 40.448925, 0, 13375.743927, 13107.601942, 2.601941999999326]
[13303, 17.065329, 0, 13422.809255999999, 13306.457016999999, 3.457016999998814]
[13361, 11.520852, 0, 13446.830107999998, 13363.602098, 2.602097999999387]
[13420, 5.716578, 0, 13468.546685999998, 13423.309255999999, 3.3092559999986406]
[13433, 6.2463, 0, 13484.292985999999, 13436.809255999999, 3.8092559999986406]
[13294, 27.374039, 0, 13490.167024999999, 13296.816299999999, 2.8162999999985914]
[13415, 14.143171, 0, 13524.810195999999, 13418.243927, 3.2439269999995304]
[13192, 48.404235, 0, 13528.214430999999, 13195.348614999999, 3.348614999998972]
[13367, 25.988287, 0, 13555.202717999999, 13370.102098, 3.102097999999387]
[13480, 13.143391, 0, 13574.846108999998, 13483.046685999998, 3.0466859999978624]
[13569, 0.718081, 0, 13576.06419, 13572.202717999999, 3.20271799999864]
[13524, 8.784978, 0, 13585.849167999999, 13527.310195999999, 3.310195999998541]
[13596, 1.750265, 0, 13608.599433, 13598.349167999999, 2.3491679999988264]
[13394, 30.751745, 0, 13611.851177999999, 13396.743927, 2.7439269999995304]
[13508, 24.738817, 0, 13659.089994999998, 13511.167024999999, 3.16702499999883]
[13600, 12.324605, 0, 13663.914599999998, 13602.849167999999, 2.8491679999988264]
[13266, 67.220009, 0, 13683.134608999999, 13268.527570999999, 2.5275709999987157]
[13558, 26.653121, 0, 13685.287729999998, 13560.702717999999, 2.70271799999864]
[13497, 46.797946, 0, 13697.085675999999, 13499.667024999999, 2.66702499999883]
[13732, 3.876605, 0, 13743.876605, 13733.0, 1.0]
[13800, 29.470385, 0, 13924.34699, 13801.376605, 1.376604999999472]
[13914, 6.570505, 0, 13953.917495, 13916.376605, 2.376604999999472]
[13797, 41.372625, 0, 13982.29012, 13797.876605, 0.8766049999994721]
[13932, 13.332702, 0, 14000.122822, 13934.34699, 2.3469900000000052]
[14004, 5.523346, 0, 14047.646168, 14006.122822, 2.12282199999936]
[13708, 102.290608, 0, 14051.436775999999, 13708, 0]
[14057, 6.856799, 0, 14121.293574999998, 14060.436775999999, 3.4367759999986447]
[13994, 20.204232, 0, 14164.997806999998, 13995.79012, 1.7901199999996606]
[14107, 6.975552, 0, 14176.973358999998, 14111.936775999999, 4.936775999998645]
[13722, 101.796092, 0, 14178.769450999998, 13722.5, 0.5]
[14025, 33.415956, 0, 14337.185406999999, 14028.622822, 3.62282199999936]
[13896, 60.261806, 0, 14362.447213, 13897.876605, 1.876604999999472]
[14350, 7.745485, 0, 14436.192697999999, 14354.685406999999, 4.6854069999990315]
[14016, 45.888266, 0, 14458.080963999999, 14018.622822, 2.62282199999936]
[13997, 52.24843, 0, 14493.329393999999, 13999.29012, 2.2901199999996606]
[14426, 5.850916, 0, 14494.680309999998, 14431.447213, 5.447212999999465]
[14096, 44.707256, 0, 14543.887565999998, 14100.436775999999, 4.436775999998645]
[14429, 21.387103, 0, 14659.274668999997, 14434.947213, 5.947212999999465]
[14235, 40.294194, 0, 14672.068862999997, 14239.269450999998, 4.269450999998298]
[14383, 27.10844, 0, 14685.677302999997, 14387.947213, 4.947212999999465]
[14603, 6.799321, 0, 14698.976623999997, 14608.387565999998, 5.387565999997605]
[14586, 8.513803, 0, 14704.490426999997, 14590.887565999998, 4.887565999997605]
[14716, 1.240228, 0, 14735.230654999998, 14721.990426999997, 5.990426999996998]
[14246, 52.426596, 0, 14840.157250999997, 14250.769450999998, 4.769450999998298]
[14025, 78.783303, 0, 14858.940553999997, 14028.122822, 3.12282199999936]
[14844, 1.307097, 0, 14863.747650999998, 14849.657250999997, 5.657250999996904]
[14645, 17.12198, 0, 14872.869630999998, 14651.887565999998, 6.887565999997605]
[14620, 24.326075, 0, 14942.195705999999, 14626.387565999998, 6.387565999997605]
[14669, 24.266398, 0, 14987.462103999998, 14675.568862999997, 6.568862999996782]
[14747, 18.360685, 0, 14988.322788999998, 14752.730654999998, 5.730654999997569]
[14067, 83.693873, 0, 14989.516661999998, 14070.936775999999, 3.9367759999986447]
[14971, 2.183333, 0, 15006.699994999999, 14978.195705999999, 7.195705999998609]
[14561, 37.911536, 0, 15044.111530999999, 14565.387565999998, 4.387565999997605]
[14551, 45.207131, 0, 15113.318661999998, 14554.887565999998, 3.887565999997605]
[14690, 34.235834, 0, 15124.554495999997, 14696.177302999997, 6.177302999996755]
[15113, 3.019036, 0, 15158.573531999997, 15118.818661999998, 5.8186619999978575]
[14880, 23.357269, 0, 15174.930800999997, 14885.869630999998, 5.869630999997753]
[14962, 18.919665, 0, 15200.350465999996, 14967.695705999999, 5.695705999998609]
[15180, 1.796888, 0, 15207.147353999997, 15186.430800999997, 6.430800999996791]
[14963, 20.651017, 0, 15228.798370999997, 14969.195705999999, 6.195705999998609]
[14968, 20.973482, 0, 15233.771852999997, 14974.695705999999, 6.695705999998609]
[14861, 30.010718, 0, 15245.782570999996, 14867.247650999998, 6.247650999997859]
[15112, 10.759032, 0, 15255.041602999996, 15117.318661999998, 5.3186619999978575]
[15218, 4.771215, 0, 15276.812817999997, 15224.147353999997, 6.147353999996994]
[14612, 52.52135, 0, 15285.334167999998, 14617.887565999998, 5.887565999997605]
[15307, 0.749981, 0, 15319.584148999998, 15312.834167999998, 5.8341679999975895]
[15334, 0.421354, 0, 15340.505502999998, 15340.084148999998, 6.084148999998433]
[15254, 7.965562, 0, 15350.971064999998, 15259.041602999996, 5.04160299999603]
[15287, 5.418968, 0, 15357.890032999998, 15292.334167999998, 5.3341679999975895]
[15206, 13.014547, 0, 15371.904579999999, 15212.147353999997, 6.147353999996994]
[15134, 24.128976, 0, 15443.533555999998, 15140.054495999997, 6.054495999997016]
[14204, 107.644137, 0, 15477.677692999998, 14207.269450999998, 3.2694509999982984]
[15129, 28.968453, 0, 15491.146145999997, 15134.554495999997, 5.554495999997016]
[15495, 2.932089, 0, 15530.078234999997, 15499.646145999997, 4.646145999997316]
[14846, 56.495674, 0, 15547.573908999997, 14852.157250999997, 6.157250999996904]
[15168, 31.321081, 0, 15552.894989999997, 15174.073531999997, 6.073531999996703]
[14223, 112.955262, 0, 15558.350251999997, 14226.769450999998, 3.7694509999982984]
[15276, 24.006444, 0, 15567.856695999997, 15280.812817999997, 4.812817999996696]
[15335, 26.941661, 0, 15632.298356999998, 15341.505502999998, 6.505502999998498]
[15363, 27.625911, 0, 15657.924267999997, 15368.890032999998, 5.890032999997857]
[15649, 2.678753, 0, 15673.603020999997, 15652.798356999998, 3.79835699999785]
[15083, 52.395078, 0, 15674.498098999997, 15088.111530999999, 5.111530999998649]
[15500, 26.728902, 0, 15722.727000999997, 15505.146145999997, 5.146145999997316]
[15578, 20.340997, 0, 15729.067997999997, 15581.856695999997, 3.8566959999971004]
[15283, 48.248366, 0, 15740.316363999997, 15287.834167999998, 4.8341679999975895]
[15375, 49.970382, 0, 15766.786745999996, 15380.904579999999, 5.904579999998532]
[15316, 80.155415, 0, 15818.942160999995, 15322.084148999998, 6.084148999998433]
[15566, 61.310403, 0, 15820.752563999995, 15569.356695999997, 3.3566959999971004]


Quantum: 0.0500 	 Dispatch: 0.0050
[0, 9.571929, 0, 20.041929000000163, 0, 0]
[22, 8.560047, 0, 51.68197600000001, 22.026929000000152, 0.02692900000015186]
[1, 25.650548, 0, 73.68752399999842, 1.0450000000000004, 0.04500000000000037]
[23, 26.134516, 0, 98.64203999999484, 23.071929000000146, 0.07192900000014646]
[44, 42.415887, 0, 162.62792699999545, 44.13692900000004, 0.1369290000000376]
[105, 20.118175, 0, 173.3211019999966, 105.02703999999397, 0.027039999993974106]
[110, 30.165473, 0, 216.13157500000162, 110.0870399999933, 0.08703999999329426]
[145, 20.137875, 0, 218.0444500000017, 145.122039999993, 0.12203999999300663]
[188, 23.002376, 0, 253.36182600000586, 188.12110199999844, 0.1211019999984444]
[183, 35.208735, 0, 265.09056100000714, 183.06110199999782, 0.06110199999781685]
[290, 17.159267, 0, 308.87426700000225, 290, 0]
[320, 27.688058, 0, 350.4530580000035, 320, 0]
[355, 5.973565, 0, 361.56856500000083, 355, 0]
[370, 14.135837, 0, 386.09583700000195, 370, 0]
[407, 19.368534, 0, 476.64937100001305, 407.11083700000455, 0.1108370000045511]
[397, 26.506563, 0, 485.13093400001384, 397.0458370000033, 0.04583700000330282]
[523, 2.843379, 0, 539.739312999992, 523.195934000007, 0.19593400000701422]
[514, 9.579488, 0, 565.5688009999685, 514.1209340000153, 0.12093400001526788]
[533, 15.042583, 0, 606.6463839999311, 533.2609339999979, 0.26093399999786016]
[454, 37.669534, 0, 608.7609179999292, 454.1358370000104, 0.13583700001038324]
[496, 49.92683, 0, 668.3577479998758, 496.0809340000152, 0.08093400001519058]
[654, 12.908772, 0, 687.2365199998585, 654.085917999888, 0.08591799988801085]
[749, 10.718434, 0, 784.3899539997701, 749.0615199998023, 0.06151999980227174]
[385, 156.461809, 0, 820.5967629997358, 385.01500000000186, 0.01500000000186219]
[689, 84.755662, 0, 863.7824249996992, 689.0565199998568, 0.05651999985684597]
[871, 0.404646, 0, 872.9220709996908, 871.1574249996925, 0.15742499969246637]
[851, 7.73245, 0, 877.9095209996864, 851.0717629997081, 0.07176299970808486]
[984, 0.465955, 0, 987.2154759995869, 984.2295209995897, 0.2295209995896812]
[849, 57.787122, 0, 1043.3575979995771, 849.0367629997099, 0.036762999709935684]
[992, 10.417631, 0, 1064.1702289996012, 992.2254759995824, 0.22547599958238607]
[966, 43.723954, 0, 1247.5141829998138, 966.1345209996061, 0.1345209996061385]
[1118, 28.72895, 0, 1375.0931329999612, 1118.240228999664, 0.24022899966394107]
[860, 100.359647, 0, 1449.6877800000511, 860.1467629996998, 0.1467629996998312]
[983, 56.291714, 0, 1469.8644940000756, 983.1845209995906, 0.18452099959063162]
[1180, 26.885525, 0, 1499.3300190001096, 1180.2802289997358, 0.28022899973575477]
[1551, 3.511068, 0, 1629.7510870002607, 1551.9150190001706, 0.9150190001705596]
[1605, 1.402882, 0, 1640.0989690002727, 1606.1450190002333, 1.145019000233333]
[1272, 22.249149, 0, 1641.0331180002736, 1272.4891829998428, 0.48918299984279656]
[1331, 18.321876, 0, 1663.4449940002994, 1331.5591829999112, 0.5591829999111724]
[1244, 26.570872, 0, 1665.1758660003013, 1244.35522899981, 0.35522899980992406]
[1337, 18.391092, 0, 1673.526958000311, 1337.7191829999183, 0.7191829999183028]
[1560, 7.167934, 0, 1714.029892000358, 1560.990019000181, 0.9900190001810643]
[1595, 5.76314, 0, 1718.5030320003632, 1596.0800190002217, 1.0800190002216823]
[1263, 28.010057, 0, 1736.3380890003837, 1263.4141829998323, 0.4141829998322919]
[1437, 15.494933, 0, 1736.718022000384, 1437.7981330000339, 0.7981330000338858]
[1627, 6.027243, 0, 1745.275265000394, 1628.2000190002589, 1.2000190002588624]
[1258, 31.370536, 0, 1776.54080100043, 1258.3541829998264, 0.35418299982643475]
[1579, 11.980034, 0, 1798.905835000456, 1580.020019000203, 1.0200190002030922]
[1335, 28.288497, 0, 1823.8093320004846, 1335.6291829999159, 0.6291829999158836]
[1516, 18.49776, 0, 1841.0770920005045, 1516.82501900013, 0.8250190001299416]
[1361, 28.304957, 0, 1846.4770490005105, 1361.7541829999461, 0.7541829999461243]
[1404, 27.819683, 0, 1871.3067320005391, 1404.7431329999956, 0.7431329999956233]
[1957, 0.128452, 0, 1959.1201840006408, 1957.6617320006392, 0.6617320006391765]
[1455, 32.007682, 0, 1960.8378660006426, 1455.7977800000583, 0.7977800000583102]
[1869, 7.549375, 0, 1962.2672410006444, 1869.5270490005373, 0.5270490005373176]
[1020, 82.211013, 0, 1967.0132540006525, 1020.3304759995568, 0.3304759995568247]
[1522, 31.399206, 0, 1999.0774600006894, 1522.875019000137, 0.8750190001369447]
[1495, 34.221506, 0, 2012.633966000705, 1495.8294940001058, 0.8294940001057967]
[1697, 30.20554, 0, 2071.54950600087, 1697.8969580003393, 0.8969580003392821]
[1869, 19.426211, 0, 2084.78071700094, 1869.5820490005374, 0.5820490005373813]
[1278, 56.369535, 0, 2086.1252520009484, 1278.5391829998498, 0.5391829998497997]
[942, 111.339487, 0, 2089.5797390009707, 942.099520999628, 0.09952099962799821]
[1811, 29.485059, 0, 2115.029798001105, 1811.5608350004707, 0.5608350004706608]
[1940, 20.223989, 0, 2121.8237870011408, 1940.5567320006194, 0.5567320006193768]
[1981, 25.068502, 0, 2159.7422890013413, 1981.5382540006694, 0.5382540006694398]
[1817, 46.309639, 0, 2193.6919280015213, 1817.6108350004777, 0.6108350004776639]
[2200, 0.218697, 0, 2201.03062500156, 2200.1319280015555, 0.13192800155547957]
[2152, 12.435265, 0, 2204.8658900015803, 2152.1887870013015, 0.18878700130153447]
[2117, 21.034332, 0, 2206.77522200159, 2117.1797980011165, 0.17979800111652366]
[1968, 55.136485, 0, 2225.46170700169, 1968.4482540006543, 0.44825400065428767]
[2407, 22.917744, 0, 2432.207744000133, 2407, 0]
[2663, 3.840162, 0, 2675.6451620001776, 2663.0650000001115, 0.06500000011146767]
[2642, 16.622304, 0, 2675.7824660001784, 2642, 0]
[2649, 15.107654, 0, 2681.1301200002067, 2649.0400000000373, 0.0400000000372529]
[2682, 28.496078, 0, 2713.3410780001655, 2682, 0]
[2730, 6.314025, 0, 2736.9440250000366, 2730, 0]
[2780, 3.58836, 0, 2783.9433600000207, 2780, 0]
[2865, 12.724907, 0, 2878.994907000074, 2865, 0]
[2909, 17.169001, 0, 2946.7940010002635, 2909.0450000000637, 0.04500000006373739]
[2897, 35.943, 0, 2962.8470010003484, 2897, 0]
[2948, 21.491874, 0, 2979.063875000434, 2948.00900100027, 0.009001000270018267]
[2990, 12.14702, 0, 3003.3570200000704, 2990, 0]
[3034, 15.716734, 0, 3090.4987540005313, 3034.052020000233, 0.052020000232914754]
[3067, 10.856166, 0, 3124.9399200007138, 3067.162020000408, 0.1620200004081198]
[3102, 7.975116, 0, 3147.4650360008327, 3102.2187540005934, 0.2187540005934352]
[3017, 45.306455, 0, 3162.7664910009144, 3017.0020200001427, 0.0020200001426928793]
[3276, 3.463761, 0, 3307.1602520016786, 3276.3464910015155, 0.3464910015154601]
[3168, 21.821661, 0, 3320.9369130017512, 3168.161491000943, 0.16149100094298774]
[3069, 41.514762, 0, 3321.561675001755, 3069.197020000419, 0.19702000041888823]
[3043, 50.675951, 0, 3334.2426260018224, 3043.0720200002806, 0.07202000028064504]
[3222, 15.128871, 0, 3349.126497001901, 3222.2814910012294, 0.28149100122936943]
[3173, 26.733365, 0, 3373.914862002032, 3173.2214910009698, 0.22149100096976326]
[3217, 25.732468, 0, 3435.2773300023564, 3217.276491001203, 0.27649100120288495]
[3427, 0.823292, 0, 3436.2406220023613, 3427.4898620023155, 0.4898620023154763]
[3340, 11.084485, 0, 3438.1501070023714, 3340.352626001855, 0.3526260018547873]
[3318, 19.170134, 0, 3496.2002410026785, 3318.4952520017387, 0.49525200173866324]
[3497, 3.333538, 0, 3544.308779002933, 3497.5252410026856, 0.5252410026855614]
[3559, 0.753736, 0, 3573.027515003085, 3559.8237790030153, 0.823779003015261]
[3507, 4.910002, 0, 3585.087517003149, 3507.590241002739, 0.5902410027388214]
[3530, 5.40252, 0, 3618.865037003328, 3530.7452410028613, 0.7452410028613485]
[3524, 8.0325, 0, 3655.587537003522, 3524.6952410028293, 0.6952410028293343]
[3313, 32.466197, 0, 3700.2687340037583, 3313.435252001712, 0.4352520017118877]
[3519, 17.333341, 0, 3825.542075004421, 3519.6352410028026, 0.6352410028025588]
[3616, 12.625724, 0, 3853.6227990045695, 3616.827517003317, 0.827517003317098]
[3803, 2.353177, 0, 3854.5109760045743, 3804.0037340043073, 1.0037340043072618]
[3451, 25.142495, 0, 3864.348471004626, 3451.4101070024417, 0.4101070024416913]
[3847, 1.345374, 0, 3873.858845004676, 3848.04207500454, 1.0420750045400382]
[3397, 34.221506, 0, 3923.110351004936, 3397.349862002156, 0.3498620021559873]
[3984, 1.208756, 0, 4009.8591070053953, 3984.9353510052633, 0.9353510052633283]
[3612, 21.677994, 0, 4012.6971010054103, 3612.7575170032956, 0.7575170032955612]
[3763, 13.36842, 0, 4019.650521005447, 3763.9637340040954, 0.9637340040953859]
[4005, 3.398066, 0, 4075.473587005742, 4006.000351005375, 1.000351005374796]
[4013, 4.929419, 0, 4116.483006005959, 4013.967101005417, 0.9671010054171347]
[3748, 20.180901, 0, 4147.758907006125, 3748.8937340040156, 0.8937340040156414]
[4105, 2.534944, 0, 4161.4938510061975, 4106.003587005904, 1.0035870059036824]
[3116, 87.723243, 0, 4164.437094006216, 3116.2437540006676, 0.24375400066764996]
[3544, 34.359332, 0, 4191.401426006359, 3544.808779002936, 0.8087790029358075]
[3959, 14.135837, 0, 4245.177263006643, 3959.8003510051303, 0.8003510051303238]
[4041, 10.249664, 0, 4250.566927006672, 4041.9855210055653, 0.9855210055652606]
[3437, 48.998405, 0, 4291.76033200689, 3437.4006220023675, 0.4006220023675269]
[3695, 35.812822, 0, 4378.6231540073495, 3695.852537003735, 0.8525370037350513]
[3652, 39.914288, 0, 4410.487442007518, 3652.8050370035076, 0.8050370035075503]
[4065, 18.722493, 0, 4422.834935007583, 4066.0205210056924, 1.0205210056924443]
[4336, 5.092801, 0, 4431.73773600763, 4336.810332007129, 0.8103320071286362]
[3495, 51.612583, 0, 4440.170319007675, 3495.520107002675, 0.520107002675104]
[4141, 16.665356, 0, 4449.870675007726, 4142.063006006095, 1.063006006094838]
[4369, 6.19448, 0, 4484.570155007909, 4369.865332007304, 0.8653320073035502]
[3303, 78.543856, 0, 4546.934011008241, 3303.4064910016587, 0.40649100165865093]
[4436, 7.899965, 0, 4572.893976008379, 4436.857736007657, 0.8577360076569676]
[4244, 19.263949, 0, 4585.287925008444, 4244.921426006642, 0.9214260066419229]
[3416, 75.43455, 0, 4732.122475009223, 3416.434862002257, 0.4348620022569776]
[4444, 17.005557, 0, 4752.868032009333, 4444.8503190077, 0.850319007699909]
[4608, 7.825002, 0, 4757.078034009355, 4608.832925008569, 0.8329250085689637]
[3452, 73.655111, 0, 4768.198145009416, 3452.455107002447, 0.455107002447221]
[3991, 42.434716, 0, 4785.94786100951, 3991.9753510053006, 0.9753510053005812]
[4536, 14.962573, 0, 4809.780434009636, 4536.825155008186, 0.8251550081859023]
[3669, 62.375007, 0, 4829.500441009742, 3669.782537003597, 0.7825370035970991]
[4113, 41.720042, 0, 4864.010483009924, 4114.0885870059465, 1.088587005946465]
[4685, 11.47921, 0, 4876.584693009991, 4685.887925008977, 0.8879250089767083]
[3736, 62.083531, 0, 4878.16322401, 3736.848734003952, 0.848734003951904]
[4381, 30.167975, 0, 4897.326199010101, 4381.928154007367, 0.928154007367084]
[4579, 25.104419, 0, 4963.610618010452, 4579.883976008416, 0.8839760084156296]
[3342, 102.596875, 0, 4981.207493010548, 3342.442626001866, 0.4426260018658468]
[4761, 18.445225, 0, 4998.967718010642, 4761.81303400938, 0.813034009380317]
[4548, 30.624421, 0, 5008.292139010691, 4548.809011008251, 0.8090110082512183]
[4961, 4.628793, 0, 5015.53093201073, 4961.571199010441, 0.5711990104409779]
[5016, 2.69177, 0, 5045.82770201089, 5016.470932010735, 0.4709320107349413]
[4559, 34.024485, 0, 5052.622187010926, 4559.86401100831, 0.864011008309717]
[3975, 65.505735, 0, 5057.1979220109515, 3975.8603510052153, 0.8603510052153069]
[4902, 18.821774, 0, 5101.279696011185, 4902.446199010128, 0.4461990101281117]
[4415, 48.984344, 0, 5110.504040011234, 4415.937442007547, 0.9374420075473608]
[5121, 3.330469, 0, 5152.064509011454, 5121.344040011291, 0.34404001129132666]
[5139, 2.381908, 0, 5162.991417011512, 5139.439040011387, 0.43904001138707827]
[4999, 17.828513, 0, 5167.259930011534, 4999.522718010645, 0.5227180106448941]
[4993, 25.650548, 0, 5229.745478011865, 4993.5324930106135, 0.5324930106135071]
[5149, 9.637502, 0, 5233.967980011887, 5149.44904001144, 0.44904001144004724]
[5223, 4.574359, 0, 5269.032339012073, 5223.474930011832, 0.47493001183192973]
[5268, 1.702745, 0, 5287.245084012169, 5268.51298001207, 0.5129800120703294]
[4370, 74.531639, 0, 5325.671723012375, 4370.910332007309, 0.9103320073090799]
[4960, 50.879915, 0, 5486.856638013229, 4960.526199010435, 0.5261990104354481]
[5258, 19.849051, 0, 5493.0706890132615, 5258.447980012017, 0.4479800120170694]
[5044, 49.068812, 0, 5576.089501013701, 5044.520932010883, 0.5209320108833708]
[5599, 0.408358, 0, 5607.3428590138665, 5599.854501013827, 0.8545010138268481]
[5386, 15.390761, 0, 5625.868620013965, 5386.561723012697, 0.5617230126972572]
[5500, 9.470069, 0, 5662.193689014157, 5500.665689013302, 0.6656890133017441]
[4772, 76.435601, 0, 5672.079290014211, 4772.823145009441, 0.8231450094408501]
[5507, 11.016996, 0, 5693.826286014327, 5507.760689013339, 0.7606890133392881]
[5757, 0.220542, 0, 5761.061828014683, 5757.741286014665, 0.7412860146650928]
[5593, 12.097649, 0, 5784.819477014808, 5593.804501013795, 0.8045010137948339]
[5626, 12.478256, 0, 5818.457733014986, 5626.80862001397, 0.8086200139696302]
[5244, 42.220764, 0, 5826.73349701503, 5244.422980011943, 0.4229800119428546]
[5554, 18.173852, 0, 5842.382349015113, 5554.785689013588, 0.7856890135881258]
